"('mid',)","('ordering',)","('pid',)","('category',)","('job',)"
tt0058461,10,nm0000041,writer,"screenplay ""Yojimbo"""
tt0058461,1,nm0000142,actor,
tt0058461,2,nm0002231,actor,
tt0058461,3,nm0462367,actress,
tt0058461,4,nm0525742,actor,
tt0058461,5,nm0001466,director,
tt0058461,6,nm0093501,writer,story
tt0058461,7,nm8800791,writer,dialogue
tt0058461,8,nm0146033,writer,story
tt0058461,9,nm0173549,writer,screenplay
tt0059578,10,nm0223964,writer,
tt0059578,1,nm0000142,actor,
tt0059578,2,nm0001812,actor,
tt0059578,3,nm0002231,actor,
tt0059578,4,nm0472756,actress,
tt0059578,5,nm0001466,director,
tt0059578,6,nm0607694,writer,scenario
tt0059578,7,nm0898812,writer,screenplay
tt0059578,8,nm0006872,writer,
tt0059578,9,nm0217258,writer,original treatment
tt0059742,10,nm0903125,writer,"book ""The Story of the Trapp Family Singers"""
tt0059742,1,nm0000267,actress,
tt0059742,2,nm0001626,actor,
tt0059742,3,nm0662223,actress,
tt0059742,4,nm0370821,actor,
tt0059742,5,nm0936404,director,
tt0059742,6,nm0403346,writer,with the partial use of ideas by
tt0059742,7,nm0512231,writer,from the stage musical book by
tt0059742,8,nm0189496,writer,from the stage musical book by
tt0059742,9,nm0499626,writer,screenplay by
tt0059800,10,nm0001220,writer,based on the original story by
tt0059800,1,nm0000125,actor,
tt0059800,2,nm0000805,actress,
tt0059800,3,nm0148041,actor,
tt0059800,4,nm0658885,actress,
tt0059800,5,nm0950109,director,
tt0059800,6,nm0537363,writer,screenplay by
tt0059800,7,nm0394200,writer,screenplay by
tt0059800,8,nm0926525,writer,based on an original screenplay by
tt0059800,9,nm0565886,writer,based on the original story by
tt0060196,10,nm0001553,composer,
tt0060196,1,nm0000142,actor,
tt0060196,2,nm0908919,actor,
tt0060196,3,nm0001812,actor,
tt0060196,4,nm0321294,actor,
tt0060196,5,nm0001466,director,
tt0060196,6,nm0898812,writer,story
tt0060196,7,nm0408488,writer,screenplay
tt0060196,8,nm0769249,writer,screenplay
tt0060196,9,nm0342090,producer,producer
tt0060827,1,nm0000761,actress,
tt0060827,2,nm0880521,actress,
tt0060827,3,nm0472234,actress,
tt0060827,4,nm0085038,actor,
tt0060827,5,nm0000005,director,
tt0060827,6,nm0921305,composer,
tt0060827,7,nm0005815,cinematographer,
tt0060827,8,nm0753276,editor,
tt0060827,9,nm0512482,production_designer,
tt0061418,10,nm0346532,cinematographer,director of photography
tt0061418,1,nm0000886,actor,
tt0061418,2,nm0001159,actress,
tt0061418,3,nm0689488,actor,
tt0061418,4,nm0000432,actor,
tt0061418,5,nm0671957,director,
tt0061418,6,nm0628058,writer,written by
tt0061418,7,nm0000914,writer,written by
tt0061418,8,nm0001801,writer,
tt0061418,9,nm0835190,composer,
tt0061512,10,nm0006277,composer,
tt0061512,1,nm0000056,actor,
tt0061512,2,nm0001421,actor,
tt0061512,3,nm0001510,actor,
tt0061512,4,nm0134201,actor,
tt0061512,5,nm0742341,director,
tt0061512,6,nm0668914,writer,screenplay by
tt0061512,7,nm0682757,writer,screenplay by
tt0061512,8,nm0237543,writer,
tt0061512,9,nm0140826,producer,producer
tt0061722,10,nm0005892,cinematographer,director of photography
tt0061722,1,nm0000163,actor,
tt0061722,2,nm0000843,actress,
tt0061722,3,nm0001684,actress,
tt0061722,4,nm0200122,actor,
tt0061722,5,nm0001566,director,
tt0061722,6,nm0932229,writer,screenplay
tt0061722,7,nm0377750,writer,screenplay
tt0061722,8,nm0916047,writer,based on the novel by
tt0061722,9,nm0877274,producer,producer
tt0061852,10,nm0456017,writer,inspired by the Mowgli stories
tt0061852,1,nm0365201,actor,
tt0061852,2,nm0001982,actor,
tt0061852,3,nm0697515,actor,
tt0061852,4,nm0718624,actor,
tt0061852,5,nm0718627,director,
tt0061852,6,nm0166307,writer,story
tt0061852,7,nm0942723,writer,story
tt0061852,8,nm0027011,writer,story
tt0061852,9,nm0314788,writer,story
tt0062512,10,nm0110482,producer,producer
tt0062512,1,nm0000125,actor,
tt0062512,2,nm0906686,actress,
tt0062512,3,nm0357240,actress,
tt0062512,4,nm0848533,actor,
tt0062512,5,nm0318150,director,
tt0062512,6,nm0089169,writer,additional story material by
tt0062512,7,nm0001094,writer,screenplay by
tt0062512,8,nm0001220,writer,novel
tt0062512,9,nm0420845,writer,story idea
tt0062622,10,nm0486127,production_designer,
tt0062622,1,nm0001158,actor,
tt0062622,2,nm0516972,actor,
tt0062622,3,nm0843213,actor,
tt0062622,4,nm0725220,actor,
tt0062622,5,nm0000040,director,
tt0062622,6,nm0002009,writer,screenplay by
tt0062622,7,nm0005910,cinematographer,director of photography
tt0062622,8,nm0522487,editor,film editor
tt0062622,9,nm0033658,production_designer,
tt0063350,10,nm0774736,actress,
tt0063350,1,nm0427977,actor,
tt0063350,2,nm0640621,actress,
tt0063350,3,nm0362457,actor,
tt0063350,4,nm0247659,actress,
tt0063350,5,nm0001681,director,
tt0063350,6,nm0751652,writer,screenplay by
tt0063350,7,nm0834183,producer,producer
tt0063350,8,nm0915593,actor,
tt0063350,9,nm0725985,actress,
tt0063442,10,nm0414336,producer,producer
tt0063442,1,nm0000032,actor,
tt0063442,2,nm0001522,actor,
tt0063442,3,nm0001375,actress,
tt0063442,4,nm0263052,actor,
tt0063442,5,nm0769874,director,
tt0063442,6,nm0933858,writer,screenplay by
tt0063442,7,nm0785245,writer,screenplay by
tt0063442,8,nm0099541,writer,based on the novel by
tt0063442,9,nm0445934,writer,additional dialogue
tt0063522,10,nm0642714,editor,
tt0063522,1,nm0001201,actress,
tt0063522,2,nm0001023,actor,
tt0063522,3,nm0002106,actress,
tt0063522,4,nm0085782,actor,
tt0063522,5,nm0000591,director,
tt0063522,6,nm0505615,writer,from the novel by
tt0063522,7,nm0145336,producer,producer
tt0063522,8,nm0006156,composer,
tt0063522,9,nm0005710,cinematographer,director of photography
tt0064115,10,nm0397405,editor,
tt0064115,1,nm0000056,actor,
tt0064115,2,nm0000602,actor,
tt0064115,3,nm0001684,actress,
tt0064115,4,nm0001510,actor,
tt0064115,5,nm0001351,director,
tt0064115,6,nm0001279,writer,written by
tt0064115,7,nm0286048,producer,producer
tt0064115,8,nm0000820,composer,
tt0064115,9,nm0005734,cinematographer,director of photography
tt0064116,10,nm0001553,composer,
tt0064116,1,nm0000020,actor,
tt0064116,2,nm0000314,actor,
tt0064116,3,nm0001012,actress,
tt0064116,4,nm0001673,actor,
tt0064116,5,nm0001466,director,
tt0064116,6,nm0006872,writer,screenplay by
tt0064116,7,nm0000783,writer,from a story by
tt0064116,8,nm0000934,writer,from a story by
tt0064116,9,nm0607694,producer,producer
tt0064276,1,nm0001228,actor,
tt0064276,2,nm0000454,actor,
tt0064276,3,nm0000197,actor,
tt0064276,4,nm0579234,actor,
tt0064276,5,nm0816143,writer,written by
tt0064276,6,nm0004088,cinematographer,director of photography
tt0064276,7,nm0131333,editor,
tt0064665,10,nm0731867,editor,film editor
tt0064665,1,nm0000163,actor,
tt0064665,2,nm0000685,actor,
tt0064665,3,nm0587249,actress,
tt0064665,4,nm0569410,actor,
tt0064665,5,nm0772259,director,
tt0064665,6,nm0759029,writer,screenplay
tt0064665,7,nm0379052,writer,based on the novel by
tt0064665,8,nm0375477,producer,producer
tt0064665,9,nm0390435,cinematographer,director of photography
tt0065421,10,nm0166551,writer,story
tt0065421,1,nm0365201,actor,
tt0065421,2,nm0001247,actress,
tt0065421,3,nm0001359,actor,
tt0065421,4,nm0001079,actor,
tt0065421,5,nm0718627,director,
tt0065421,6,nm0166307,writer,story
tt0065421,7,nm0314788,writer,story
tt0065421,8,nm0027011,writer,story
tt0065421,9,nm0858826,writer,story
tt0066206,10,nm0565135,producer,producer
tt0066206,1,nm0001715,actor,
tt0066206,2,nm0001500,actor,
tt0066206,3,nm0950079,actor,
tt0066206,4,nm0835021,actor,
tt0066206,5,nm0769874,director,
tt0066206,6,nm0000338,writer,screen story by
tt0066206,7,nm0636002,writer,screen story by
tt0066206,8,nm0267018,writer,based on factual material from Patton: Ordeal and Triumph
tt0066206,9,nm0103357,writer,based on factual material from: A Soldier's Story
tt0066921,1,nm0000532,actor,
tt0066921,2,nm0535861,actor,
tt0066921,3,nm0060988,actor,
tt0066921,4,nm0165049,actor,
tt0066921,5,nm0000040,director,
tt0066921,6,nm0121256,writer,novel
tt0066921,7,nm0005633,cinematographer,
tt0066921,8,nm0124833,editor,
tt0066921,9,nm0058045,production_designer,
tt0066995,10,nm0759162,producer,producer
tt0066995,1,nm0000125,actor,
tt0066995,2,nm0001762,actress,
tt0066995,3,nm0336509,actor,
tt0066995,4,nm0939836,actress,
tt0066995,5,nm0357891,director,
tt0066995,6,nm0537363,writer,screenplay by
tt0066995,7,nm0542539,writer,screenplay by
tt0066995,8,nm0001220,writer,"novel ""Diamonds Are Forever"""
tt0066995,9,nm0110482,producer,producer
tt0066999,10,nm0374268,writer,story
tt0066999,1,nm0000142,actor,
tt0066999,2,nm0732367,actor,
tt0066999,3,nm0345340,actor,
tt0066999,4,nm0763858,actor,
tt0066999,5,nm0796923,director,
tt0066999,6,nm0277807,writer,screenplay
tt0066999,7,nm0277849,writer,screenplay
tt0066999,8,nm0718466,writer,screenplay
tt0066999,9,nm0000517,writer,screenplay
tt0067116,10,nm0005845,cinematographer,director of photography
tt0067116,1,nm0000432,actor,
tt0067116,2,nm0001702,actor,
tt0067116,3,nm0721073,actor,
tt0067116,4,nm0516215,actor,
tt0067116,5,nm0001243,director,
tt0067116,6,nm0862781,writer,screenplay by
tt0067116,7,nm0601811,writer,based on the book by
tt0067116,8,nm0195358,producer,producer
tt0067116,9,nm0254803,composer,
tt0067992,10,nm0406471,cinematographer,director of photography
tt0067992,1,nm0000698,actor,
tt0067992,2,nm0016776,actor,
tt0067992,3,nm0652578,actor,
tt0067992,4,nm0455702,actor,
tt0067992,5,nm0835799,director,
tt0067992,6,nm0001094,writer,screenplay by
tt0067992,7,nm0783544,writer,screenplay by
tt0067992,8,nm0546876,producer,producer
tt0067992,9,nm0938678,producer,producer
tt0068473,1,nm0000685,actor,
tt0068473,2,nm0000608,actor,
tt0068473,3,nm0000885,actor,
tt0068473,4,nm0001074,actor,
tt0068473,5,nm0000958,director,
tt0068473,6,nm0225463,writer,screenplay
tt0068473,7,nm0005936,cinematographer,director of photography
tt0068473,8,nm0697371,editor,
tt0068646,10,nm0722000,editor,
tt0068646,1,nm0000008,actor,
tt0068646,2,nm0000199,actor,
tt0068646,3,nm0001001,actor,
tt0068646,4,nm0000473,actress,
tt0068646,5,nm0000338,director,
tt0068646,6,nm0701374,writer,screenplay by
tt0068646,7,nm0748665,producer,producer
tt0068646,8,nm0000065,composer,
tt0068646,9,nm0932336,cinematographer,director of photography
tt0070034,10,nm0399275,cinematographer,director of photography
tt0070034,1,nm0000045,actor,
tt0070034,2,nm0768334,actor,
tt0070034,3,nm0446485,actor,
tt0070034,4,nm0135622,actress,
tt0070034,5,nm0167195,director,
tt0070034,6,nm0021363,writer,written by
tt0070034,7,nm0375370,producer,producer
tt0070034,8,nm0918518,producer,producer
tt0070034,9,nm0006277,composer,
tt0070047,10,nm0539990,production_designer,
tt0070047,1,nm0000995,actress,
tt0070047,2,nm0001884,actor,
tt0070047,3,nm0000304,actress,
tt0070047,4,nm0002011,actor,
tt0070047,5,nm0001243,director,
tt0070047,6,nm0087861,writer,written for the screen by
tt0070047,7,nm0005845,cinematographer,director of photography
tt0070047,8,nm0310797,editor,
tt0070047,9,nm0521554,editor,
tt0070328,10,nm0552326,composer,
tt0070328,1,nm0000549,actor,
tt0070328,2,nm0001433,actor,
tt0070328,3,nm0005412,actress,
tt0070328,4,nm0416378,actor,
tt0070328,5,nm0357891,director,
tt0070328,6,nm0542539,writer,screenplay by
tt0070328,7,nm0001220,writer,novel
tt0070328,8,nm0110482,producer,producer
tt0070328,9,nm0759162,producer,producer
tt0070379,1,nm0000134,actor,
tt0070379,2,nm0000172,actor,
tt0070379,3,nm0698998,actor,
tt0070379,4,nm0732364,actress,
tt0070379,5,nm0000217,director,
tt0070379,6,nm0552731,writer,screenplay
tt0070379,7,nm0850038,producer,producer
tt0070379,8,nm0906814,cinematographer,director of photography
tt0070379,9,nm0505720,editor,
tt0070511,10,nm0233587,producer,producer
tt0070511,1,nm0000537,actor,
tt0070511,2,nm0000163,actor,
tt0070511,3,nm0430460,actor,
tt0070511,4,nm0330150,actor,
tt0070511,5,nm0769874,director,
tt0070511,6,nm0874308,writer,screenplay
tt0070511,7,nm0783913,writer,screenplay
tt0070511,8,nm0153508,writer,"book ""Papillon"""
tt0070511,9,nm0001279,writer,contributing writer
tt0070608,10,nm0858826,writer,story sequences
tt0070608,1,nm0066028,actor,
tt0070608,2,nm0365201,actor,
tt0070608,3,nm0589248,actor,
tt0070608,4,nm0001811,actor,
tt0070608,5,nm0718627,director,
tt0070608,6,nm0359457,director,
tt0070608,7,nm0166307,writer,story
tt0070608,8,nm0027011,writer,based on: character and story conceptions by
tt0070608,9,nm0314788,writer,story sequences
tt0070666,10,nm0006319,composer,
tt0070666,1,nm0000199,actor,
tt0070666,2,nm0709907,actor,
tt0070666,3,nm0444955,actor,
tt0070666,4,nm0570161,actor,
tt0070666,5,nm0001486,director,
tt0070666,6,nm0530995,writer,book
tt0070666,7,nm0759029,writer,screenplay
tt0070666,8,nm0923319,writer,screenplay
tt0070666,9,nm0106840,producer,producer
tt0070735,10,nm0005892,cinematographer,director of photography
tt0070735,1,nm0000056,actor,
tt0070735,2,nm0000602,actor,
tt0070735,3,nm0001727,actor,
tt0070735,4,nm0001164,actor,
tt0070735,5,nm0001351,director,
tt0070735,6,nm0911486,writer,written by
tt0070735,7,nm0082300,producer,producer
tt0070735,8,nm0680539,producer,producer
tt0070735,9,nm0680635,producer,producer
tt0071230,10,nm0381110,producer,producer
tt0071230,1,nm0001476,actor,
tt0071230,2,nm0000698,actor,
tt0071230,3,nm0001620,actor,
tt0071230,4,nm0466327,actor,
tt0071230,5,nm0000316,director,
tt0071230,6,nm0825799,writer,screenplay
tt0071230,7,nm0000921,writer,screenplay
tt0071230,8,nm0001640,writer,screenplay
tt0071230,9,nm0880078,writer,screenplay
tt0071315,10,nm0642714,editor,film editor
tt0071315,1,nm0000197,actor,
tt0071315,2,nm0001159,actress,
tt0071315,3,nm0001379,actor,
tt0071315,4,nm0520164,actor,
tt0071315,5,nm0000591,director,
tt0071315,6,nm0001801,writer,written by
tt0071315,7,nm0263172,producer,producer
tt0071315,8,nm0000025,composer,
tt0071315,9,nm0002166,cinematographer,director of photography
tt0071360,1,nm0000432,actor,
tt0071360,2,nm0001030,actor,
tt0071360,3,nm0307255,actor,
tt0071360,4,nm0002078,actor,
tt0071360,5,nm0000338,director,
tt0071360,6,nm0006288,composer,
tt0071360,7,nm0124832,cinematographer,director of photography
tt0071360,8,nm0156816,editor,
tt0071360,9,nm0851790,production_designer,
tt0071562,10,nm0548943,editor,
tt0071562,1,nm0000199,actor,
tt0071562,2,nm0000134,actor,
tt0071562,3,nm0000380,actor,
tt0071562,4,nm0000473,actress,
tt0071562,5,nm0000338,director,
tt0071562,6,nm0701374,writer,screenplay by
tt0071562,7,nm0000065,composer,
tt0071562,8,nm0932336,cinematographer,director of photography
tt0071562,9,nm0539794,editor,
tt0071807,10,nm0759162,producer,producer
tt0071807,1,nm0000549,actor,
tt0071807,2,nm0000489,actor,
tt0071807,3,nm0001180,actress,
tt0071807,4,nm0000726,actress,
tt0071807,5,nm0357891,director,
tt0071807,6,nm0537363,writer,screenplay by
tt0071807,7,nm0542539,writer,screenplay by
tt0071807,8,nm0001220,writer,novel
tt0071807,9,nm0110482,producer,producer
tt0071853,10,nm0066055,cinematographer,
tt0071853,1,nm0001037,actor,
tt0071853,2,nm0000092,actor,
tt0071853,3,nm0001385,actor,
tt0071853,4,nm0000416,actor,
tt0071853,5,nm0001402,director,
tt0071853,6,nm0001589,writer,written by
tt0071853,7,nm0540627,writer,
tt0071853,8,nm0286926,producer,producer
tt0071853,9,nm0925214,producer,producer
tt0072271,10,nm0724758,editor,
tt0072271,1,nm0122782,actress,
tt0072271,2,nm0623605,actor,
tt0072271,3,nm0200758,actor,
tt0072271,4,nm0663935,actor,
tt0072271,5,nm0001361,director,
tt0072271,6,nm0377066,writer,screenplay by
tt0072271,7,nm0068580,composer,
tt0072271,8,nm0669050,cinematographer,
tt0072271,9,nm0140836,editor,
tt0072431,10,nm0397405,editor,
tt0072431,1,nm0000698,actor,
tt0072431,2,nm0001404,actress,
tt0072431,3,nm0001204,actor,
tt0072431,4,nm0001967,actor,
tt0072431,5,nm0000316,director,
tt0072431,6,nm0791217,writer,"based on characters in the novel ""Frankenstein"" by"
tt0072431,7,nm0344710,producer,producer
tt0072431,8,nm0606657,composer,
tt0072431,9,nm0386583,cinematographer,director of photography
tt0072684,1,nm0641939,actor,
tt0072684,2,nm0001943,actress,
tt0072684,3,nm0535861,actor,
tt0072684,4,nm0473228,actor,
tt0072684,5,nm0000040,director,
tt0072684,6,nm0856842,writer,"novel ""The Memoirs of Barry Lyndon, Esq."""
tt0072684,7,nm0005633,cinematographer,
tt0072684,8,nm0493339,editor,
tt0072684,9,nm0010553,production_designer,
tt0072890,10,nm0106840,producer,producer
tt0072890,1,nm0000199,actor,
tt0072890,2,nm0001030,actor,
tt0072890,3,nm0020897,actress,
tt0072890,4,nm0101604,actor,
tt0072890,5,nm0001486,director,
tt0072890,6,nm0682757,writer,screenplay
tt0072890,7,nm0460190,writer,based upon a magazine article by
tt0072890,8,nm0601944,writer,based upon a magazine article by
tt0072890,9,nm0909063,writer,book
tt0073195,10,nm0002354,composer,
tt0073195,1,nm0001702,actor,
tt0073195,2,nm0001727,actor,
tt0073195,3,nm0000377,actor,
tt0073195,4,nm0308882,actress,
tt0073195,5,nm0000229,director,
tt0073195,6,nm0001940,writer,screenplay
tt0073195,7,nm0331956,writer,screenplay
tt0073195,8,nm0113360,producer,producer
tt0073195,9,nm0005573,producer,producer
tt0073486,10,nm0000140,producer,producer
tt0073486,1,nm0000197,actor,
tt0073486,2,nm0001221,actress,
tt0073486,3,nm0077720,actor,
tt0073486,4,nm0110480,actor,
tt0073486,5,nm0001232,director,
tt0073486,6,nm0369142,writer,screenplay
tt0073486,7,nm0325743,writer,screenplay
tt0073486,8,nm0450181,writer,based on the novel by
tt0073486,9,nm0913670,writer,"the play version: ""One Flew Over the Cuckoo's Nest"" by"
tt0073629,1,nm0000347,actor,
tt0073629,2,nm0000215,actress,
tt0073629,3,nm0000960,actor,
tt0073629,4,nm0639782,actor,
tt0073629,5,nm0788940,director,
tt0073629,6,nm0925214,producer,producer
tt0073629,7,nm0005893,cinematographer,director of photography
tt0073629,8,nm0166625,editor,
tt0073629,9,nm0860972,production_designer,
tt0074119,10,nm0006288,composer,
tt0074119,1,nm0000163,actor,
tt0074119,2,nm0000602,actor,
tt0074119,3,nm0912001,actor,
tt0074119,4,nm0000842,actor,
tt0074119,5,nm0001587,director,
tt0074119,6,nm0077012,writer,book
tt0074119,7,nm0940124,writer,book
tt0074119,8,nm0001279,writer,screenplay
tt0074119,9,nm0003144,producer,producer
tt0074285,10,nm0869198,cinematographer,
tt0074285,1,nm0000651,actress,
tt0074285,2,nm0001453,actress,
tt0074285,3,nm0001388,actress,
tt0074285,4,nm0000237,actor,
tt0074285,5,nm0000361,director,
tt0074285,6,nm0000175,writer,novel
tt0074285,7,nm0169548,writer,screenplay
tt0074285,8,nm0597574,producer,producer
tt0074285,9,nm0006043,composer,
tt0074486,1,nm0620756,actor,
tt0074486,2,nm0829270,actress,
tt0074486,3,nm0430535,actor,
tt0074486,4,nm0060931,actress,
tt0074486,5,nm0000186,director,
tt0074486,6,nm0136754,cinematographer,
tt0074486,7,nm0005695,cinematographer,
tt0074958,10,nm0374189,editor,
tt0074958,1,nm0001159,actress,
tt0074958,2,nm0000034,actor,
tt0074958,3,nm0002075,actor,
tt0074958,4,nm0000380,actor,
tt0074958,5,nm0001486,director,
tt0074958,6,nm0154665,writer,by
tt0074958,7,nm0331907,producer,producer
tt0074958,8,nm0492747,composer,
tt0074958,9,nm0005845,cinematographer,director of photography
tt0075005,10,nm0000829,editor,
tt0075005,1,nm0000060,actor,
tt0075005,2,nm0001665,actress,
tt0075005,3,nm0827032,actor,
tt0075005,4,nm0001831,actor,
tt0075005,5,nm0001149,director,
tt0075005,6,nm0783544,writer,written by
tt0075005,7,nm0076748,producer,producer
tt0075005,8,nm0000025,composer,
tt0075005,9,nm0852405,cinematographer,director of photography
tt0075148,10,nm0175722,editor,film editor
tt0075148,1,nm0000230,actor,
tt0075148,2,nm0001735,actress,
tt0075148,3,nm0949350,actor,
tt0075148,4,nm0001835,actor,
tt0075148,5,nm0000814,director,
tt0075148,6,nm0153590,producer,producer
tt0075148,7,nm0005563,producer,producer
tt0075148,8,nm0006015,composer,
tt0075148,9,nm0185583,cinematographer,director of photography
